"Table S1 List of all DE genes in all pairwise age comparisons, as well as in the main LRT. In the pairwise tests, only genes that were also significant in the LRT were kept. In all tests, q-values represent FDR-corrected p-values.",,,,,,,,,
,,,,,,,,,
,,LRT,,20d vs. 5d,,30d vs. 5d,,40d vs. 5d,
Gene,Mean,p-value,q-value,log2 FC,q-value,log2 FC,q-value,log2 FC,q-value
CG10631,2758.905842,0.009039571,0.03392892,-0.579682363,0.084716857,-0.502706443,0.107601448,0.002873356,0.995043846
CG31510,806.6668309,0.009047769,0.033936182,0.259381237,0.319617203,-0.24496713,0.296045944,0.151774102,0.56954968
hng3,49.4386858,0.009047336,0.033936182,0.097507419,0.91116997,-0.622371008,0.240094784,-1.016508032,0.044549587
GNBP3,890.7585153,0.009058032,0.03396292,0.065767582,0.955579554,0.315039898,0.703315551,-1.205372601,0.049485568
l(2)k05819,1115.448874,0.009074177,0.034011685,-0.188282624,0.495818283,0.303192105,0.145368092,0.126007429,0.632920362
mthl5,148.8265018,0.009123448,0.034184539,1.017286449,0.020983485,0.281398434,0.610748613,0.587558106,0.213909842
CG31897,53.86719267,0.009142719,0.034244904,-0.854394193,0.133847335,-0.693852674,0.184845298,0.208249667,0.760471157
CG42258,3392.987996,0.009166623,0.034322574,-0.043356126,0.89652608,-0.417838169,0.01741232,-0.207325027,0.3196664
alph,2602.643792,0.009185045,0.034379673,0.392852758,0.016026525,0.138008455,0.467865578,0.187940598,0.299690526
htt,2412.027472,0.009192935,0.034397322,-0.127955574,0.786037192,0.323789764,0.320104755,0.518909365,0.077831849
CG12237,965.5185317,0.009209154,0.034431919,-0.244613744,0.537126897,0.437858545,0.130728848,0.185251446,0.612461523
CG1688,785.7528736,0.009206292,0.034431919,-0.568940392,0.033636982,-0.509859532,0.040985975,-0.343067716,0.219719319
CG34401,4053.049094,0.009211714,0.034431919,-0.226758955,0.667420292,-0.519275842,0.15714373,0.326995211,0.435284594
l(3)psg2,926.1049109,0.009223284,0.034463276,-0.254400208,0.188138987,-0.173562124,0.359440752,0.127623606,0.536873156
CG8735,496.5745184,0.009230861,0.034467819,0.48567173,0.053063474,0.268237997,0.306333048,-0.018527523,0.964760206
mrt,1297.980688,0.009230635,0.034467819,-0.086681132,0.735566186,-0.131489795,0.509180635,-0.400219544,0.011177643
CR44814,9.552240697,0.009283191,0.034651277,3.298458131,0.024924859,1.242247041,NA,1.219394555,0.509990015
CG6565,708.1355091,0.009289573,0.03466316,0.003372716,0.994822693,-0.030853681,0.942907339,-0.573193272,0.027150835
sds22,393.2293525,0.009296246,0.034676117,-0.077212838,0.865315693,-0.092273239,0.806208015,-0.612693871,0.01654639
CG3770,47.170174,0.009317827,0.034743528,1.987289412,0.051899481,1.91837762,0.039890612,2.438796322,0.006338772
Dcr-1,611.4928446,0.009320731,0.034743528,0.115843272,0.82093626,0.666512844,0.021761475,0.113010369,0.797364303
CG14341,258.2754285,0.009347634,0.034819856,0.398788725,0.361007576,0.004861526,0.992776269,-0.487778634,0.200958912
Gycbeta100B,2003.768014,0.009347248,0.034819856,-0.477293896,0.239662825,-0.67027143,0.044540875,0.031873099,0.956629542
Fili,559.5489671,0.009376566,0.034914634,-0.410974423,0.32292261,-0.306744713,0.431932095,0.339217021,0.381204892
Zw10,525.1400595,0.009379522,0.034914634,-0.324038133,0.181154659,0.201048665,0.400424294,0.006742464,0.984515093
CG13397,470.927054,0.009392327,0.034945747,-0.215022202,0.801519658,-0.04313049,0.960562876,-1.211592342,0.01609417
pb,36.63569594,0.00939433,0.034945747,-0.794212383,0.39433654,-0.510769966,0.563408193,0.830756578,0.282824671
Hex-C,1067.831186,0.009430796,0.035069355,0.486575113,0.545872515,0.342506889,0.646860235,-0.89062407,0.142001433
CG5902,708.3044882,0.00945322,0.035140682,0.445081863,0.047181686,0.42336107,0.039281648,0.155708898,0.560540612
CG16756,494.0371175,0.009460475,0.035155592,0.064316362,0.954183297,-0.178497641,0.836666384,-1.299267835,0.020969031
mir-4964,4.783626931,0.009466554,0.035166122,0.74390981,0.785465928,-1.51810745,NA,2.672224503,NA
CG12004,1983.885042,0.00949008,0.035241433,-0.244005872,0.237103497,-0.084493029,0.719135669,0.181047541,0.36586288
DIP1,2281.644687,0.009506828,0.03527945,-0.197306298,0.427313841,-0.297446276,0.126869806,0.132184248,0.585334845
Dh44-R1,252.658602,0.009504451,0.03527945,-0.635304565,0.191329252,-0.695766433,0.100583826,0.138672158,0.82138094
CG4670,1698.710454,0.009511151,0.035283406,0.272028605,0.655501731,0.952406481,0.014391583,0.300309108,0.55965284
GM130,662.2619486,0.009529242,0.03533842,-0.417720607,0.015117169,-0.231487857,0.193473351,-0.181411776,0.351233513
key,1096.071373,0.009558565,0.035435037,0.543316178,0.149316518,0.748896371,0.017906715,0.719299464,0.025068369
CG2789,1692.811535,0.009566252,0.035439285,0.64043936,0.226958648,1.066356317,0.012356787,0.92364066,0.036224521
Obp99c,8012.026672,0.009564929,0.035439285,0.921659378,0.147486747,0.594706481,0.35000838,-0.349573667,0.632451185
CG14431,709.0015758,0.009585081,0.035490747,-0.648674678,0.178346346,-1.012147691,0.010708057,-0.43563773,0.367742593
Oaz,40.17230826,0.009586694,0.035490747,-1.606217117,0.080419229,-0.901519398,0.328238326,0.324331575,0.778086881
CG34045,41.05778255,0.009606362,0.035539563,1.115183224,0.577607307,3.343120143,0.010714637,2.40294,0.09124417
skl,111.7129348,0.00960644,0.035539563,-0.036047335,0.960111033,-0.87928055,0.016980905,-0.260308465,0.595481969
CG7033,2154.194245,0.009646905,0.035677085,0.498902445,0.085970111,0.638828096,0.011136538,0.384663281,0.177062672
CG13921,720.3471866,0.009661369,0.0357129,-0.595091309,0.038047424,-0.350053729,0.231999633,-0.041616672,0.926638085
GAPcenA,1836.473296,0.00966318,0.0357129,-0.302919242,0.157345951,-0.41769562,0.020325083,-0.093761664,0.717721011
scu,1840.21374,0.009681323,0.035767753,0.537738619,0.184023878,0.412871114,0.287090354,-0.23465622,0.605040635
CG5527,341.4910435,0.009691983,0.035782737,0.379978693,0.621179316,0.757109746,0.168048076,-0.511630315,0.411930728
Sc2,1105.088156,0.009690458,0.035782737,0.26202794,0.59163768,0.543042316,0.117134976,-0.262010033,0.535881998
CG17778,652.9351779,0.009725352,0.035869269,-0.147253985,0.725121382,-0.394533552,0.166064571,-0.633672742,0.015547099
CR30121,5.630401853,0.009719968,0.035869269,4.326524209,0.01926058,2.412565817,NA,3.257967068,NA
Ssadh,4441.289847,0.009723347,0.035869269,-0.507214481,0.136518264,-0.528939446,0.079619984,-0.685328149,0.017851987
GstZ1,165.9100379,0.009753946,0.035962489,0.680075039,0.122180555,0.538739529,0.196155579,-0.153728261,0.791064512
CG31683,165.7192426,0.009760968,0.03597614,0.692792303,0.190020121,1.091104092,0.011136538,0.90179966,0.045981222
bbg,1747.360435,0.009766734,0.035985151,0.75867695,0.250690414,1.246777198,0.017926224,1.231306156,0.020295266
CG13001,294.4310861,0.009787034,0.036047689,-0.500603286,0.080419229,-0.346296738,0.214047545,0.057064382,0.890337319
CG9631,467.8784731,0.009794272,0.036062088,0.680426172,0.256580674,1.171901346,0.013470814,0.328209536,0.612488932
CG8147,10835.22406,0.009808462,0.036089812,2.229090621,0.136464878,2.856587937,0.025278498,0.368983695,0.853614969
beag,432.7886411,0.00980602,0.036089812,-0.50394401,0.031769489,-0.337300714,0.144980432,-0.428658297,0.057389381
CG6184,1182.829949,0.009814603,0.036100149,-0.674666402,0.017415371,-0.432257718,0.130605425,-0.357780262,0.244110432
Bsg25D,1864.249221,0.009854385,0.036234177,0.367309062,0.024529938,0.214947631,0.202571541,0.311249109,0.048028049
mir-2282,11.65588525,0.009864368,0.036258578,2.28675139,0.026986006,0.99034019,0.408187866,0.572585796,0.696561891
CR30055,370.1401375,0.009886595,0.036327958,-0.115802984,0.768257284,-0.455485563,0.061871322,-0.510932439,0.037108425
GstT1,371.212106,0.00989346,0.036340858,0.654596053,0.040360302,0.67210436,0.020208918,0.450155601,0.165546275
CG7536,884.515838,0.00991221,0.036397392,-0.014497107,0.957955387,0.190640688,0.212219757,0.284855096,0.045237134
CG11739,1410.942877,0.00992482,0.036431351,0.780870957,0.137590902,0.787538363,0.093061497,-0.070693756,0.926996505
Jupiter,3101.564646,0.009929534,0.036436314,-0.038255344,0.893789667,-0.208062696,0.222382661,-0.351271111,0.022186094
ORMDL,402.8794799,0.00996646,0.03655943,0.628211555,0.072834413,0.370383898,0.303861526,-0.070034817,0.89351773
PIP5K59B,2573.082953,0.010022503,0.03675257,-0.378137271,0.21207328,-0.615464973,0.012244696,-0.195326809,0.545316194
CG13654,648.5175845,0.010028908,0.036757624,-0.064353129,0.861583998,0.395178092,0.056702247,0.243362554,0.309964682
gek,1414.533008,0.010030666,0.036757624,-0.374290361,0.104389833,-0.467148402,0.018625135,-0.175616922,0.487597738
CG11357,948.4410049,0.010045685,0.036800216,-0.38266467,0.095294928,-0.440396154,0.028197227,-0.122100567,0.65858764
He,18.07093969,0.010096072,0.036959809,1.717845981,0.042365803,1.48288568,0.061227797,0.428293806,0.717320502
l(2)37Ce,257.5313279,0.010096068,0.036959809,-0.028492796,0.946743233,-0.220891643,0.393581621,-0.520311646,0.019128193
mRpL24,515.496052,0.010103932,0.036976092,-0.330400079,0.090793943,-0.327971593,0.060784795,-0.380657533,0.029680372
I-2,1053.956095,0.010115465,0.036980828,0.114404282,0.545877493,0.022000243,0.920059052,-0.220752649,0.122341067
Nrx-IV,1390.439375,0.010112835,0.036980828,-0.381096871,0.311779762,-0.211793915,0.579059489,0.327224646,0.348051303
alrm,2354.7273,0.010112519,0.036980828,-0.570000173,0.244228765,-0.723679628,0.078001745,-0.947698994,0.015993654
CG10654,963.5035104,0.010123514,0.036997773,-0.137310666,0.791869048,-0.431342604,0.208556248,-0.740636838,0.01645264
St3,452.1134827,0.01013877,0.037041035,-0.275982402,0.402792657,-0.361493329,0.177717532,-0.630252988,0.009758532
chif,1476.890446,0.010166398,0.037129453,-0.27307189,0.224236012,-0.442135476,0.014898028,-0.108202453,0.673020187
CG5577,485.2232483,0.010186169,0.037184127,-0.100532436,0.877678245,0.088317421,0.87594264,-0.769997422,0.033949683
shtd,449.1915403,0.010188231,0.037184127,-0.167575238,0.7885699,0.651557025,0.090329321,0.488099556,0.250153852
snoRNA:Me18S-G1189,4.907576129,0.010193583,0.037191131,-4.345989263,0.072420761,0.287656452,NA,1.153913499,NA
ppl,1419.674589,0.010218127,0.037268132,0.138032418,0.889707858,-0.066802805,0.941465423,-1.174857959,0.03141888
lea,381.6990495,0.01022284,0.037272777,-0.808245971,0.093818349,0.113183644,0.864211186,0.208775649,0.730625989
CG40160,465.1497584,0.01022952,0.037284588,0.8403919,0.044195475,0.775724362,0.043807963,0.868112192,0.02248257
Adh,226.9399608,0.010256359,0.037369841,0.381989618,0.495818283,-0.297719032,0.562455883,-0.603069404,0.178391495
alt,4246.881662,0.010276524,0.037430728,0.504304928,0.074359267,0.590958627,0.017507731,0.509003906,0.048959899
CG13793,88.20038185,0.010301415,0.037496776,0.969765154,0.144695223,1.403888797,0.010774699,1.174978342,0.042164288
Oct-TyrR,307.8163184,0.010301578,0.037496776,-0.590307006,0.151452716,-0.703418404,0.046868238,-0.032534184,0.958569611
Cyp6d4,435.9702925,0.010311601,0.037520655,0.484821172,0.355864836,0.929661164,0.019315157,0.872148494,0.031942304
CG13055,225.9661419,0.010315417,0.03752194,0.386199648,0.362209175,-0.323256322,0.41068232,0.405587617,0.2804111
Unc-76,6207.813226,0.010328938,0.037558514,-0.186548467,0.509542777,-0.410300293,0.040546798,0.051187588,0.872857825
CG13954,337.7023846,0.010336341,0.037572824,-0.433820455,0.366988662,-0.37852596,0.384153539,0.380391296,0.385516734
CR44034,34.760284,0.01034705,0.037599141,0.351978335,0.720269296,0.399515861,0.622150583,1.406723093,0.017829099
Hrb87F,1305.328321,0.010351996,0.037604502,0.402563714,0.048697594,0.309938958,0.11221239,0.425279549,0.021525115
CG6074,899.9345035,0.010359388,0.037618744,-0.400670411,0.621800345,0.876500324,0.1207872,0.513634825,0.436369001
snoRNA:hts-a,7.148735707,0.010389454,0.037715285,-3.928928989,0.048347905,-1.483955552,NA,-0.099506603,0.965971518
CG31937,848.3442199,0.01040683,0.037765711,0.081598491,0.900087468,0.515512419,0.164883063,-0.351120676,0.401618334
CG13607,1476.725381,0.010424958,0.037818829,-0.095209087,0.941985557,0.205784273,0.842330079,-1.465453876,0.030007357
Gpdh,6119.657219,0.010434082,0.037839262,-0.262753916,0.681120383,-0.384541679,0.438885602,-1.036787988,0.009611985
ASPP,881.5628802,0.010443821,0.03786191,-0.360049295,0.07074645,-0.392621462,0.026484146,-0.310248171,0.102185931
v,680.5729841,0.01046758,0.037935349,0.958344109,0.212657427,0.759776093,0.297705042,-0.503936318,0.537758863
Reps,1089.752524,0.010482837,0.037977942,-0.203439217,0.407119122,0.033650621,0.912942268,0.264470258,0.193716898
DIP2,2369.532797,0.010498485,0.03802192,-0.264850918,0.299269723,-0.258345513,0.254277188,0.162000205,0.528422617
CG11594,1155.867123,0.010517566,0.038041396,-0.176680482,0.833532903,0.116990473,0.877675258,-1.042815885,0.030696335
CG14495,83.50448451,0.010517905,0.038041396,-0.201431654,0.932689047,2.21914475,0.079433673,2.19887644,0.088669277
CG3831,237.5612666,0.010515089,0.038041396,0.582567595,0.181681822,0.857713096,0.016708949,0.793518494,0.031662061
Gasz,517.4874649,0.010514807,0.038041396,-0.556503037,0.058114311,-0.478070133,0.080021387,-0.095135745,0.812200994
Set,636.2910095,0.010524522,0.038052625,0.137235511,0.667420292,-0.244317349,0.303861526,-0.334911682,0.139792093
pgant5,1916.113007,0.010553067,0.038143108,0.181509446,0.72345536,0.453293774,0.199962799,0.76131886,0.016842106
CG5873,26.86191074,0.010579505,0.038225913,-2.478816289,0.330656043,2.620233411,0.18590987,0.603426181,0.829690327
Nup153,2791.057905,0.010601013,0.038290859,-0.225252213,0.224117765,-0.127308993,0.50106522,0.140168763,0.460389348
CG31522,5858.026495,0.01060526,0.038293434,0.178543979,0.876179203,1.411394947,0.023141601,0.733380862,0.315368966
CG9425,4400.831154,0.010619688,0.038319994,-0.274306241,0.447100583,-0.43616524,0.117005975,0.176361694,0.61765252
Hsp70Ab,11.92870785,0.0106165,0.038319994,2.106134504,0.069860249,-0.137631896,0.941495142,0.583229174,0.707321997
CG5167,1196.90737,0.010639747,0.038379595,0.614831712,0.228585599,0.578726886,0.210925926,-0.280066085,0.618826597
Rala,1668.048335,0.01064358,0.038380643,0.383333217,0.158490116,0.277136317,0.294323584,0.577646248,0.01044087
CG1139,39.26502903,0.010673504,0.038466372,-6.047845923,0.077011312,2.939691934,0.338094654,1.150643984,0.764530432
CG42684,2474.188598,0.010674454,0.038466372,-0.409064303,0.033636982,-0.35757782,0.047488079,-0.219854365,0.286716465
CG8460,258.5801487,0.010696604,0.038533377,0.134890319,0.775147557,0.577169848,0.041857298,0.560875817,0.054429076
CG17193,439.0952445,0.010726481,0.038628165,-0.574078129,0.317921694,-1.095767091,0.013152145,-0.223664595,0.728668486
CG32750,37.94992433,0.010749798,0.038699272,1.28404432,0.388569541,2.751540325,0.011240582,1.082028888,0.437355118
Tps1,14408.89601,0.010775862,0.038780218,0.801843892,0.263391919,0.735930699,0.257535612,-0.473148915,0.518554095
CG8360,576.6461026,0.01082668,0.038950169,0.266106594,0.514879475,0.289866034,0.395785376,-0.369956164,0.26566714
Aats-lys,869.6669107,0.010854948,0.039038903,-0.182994538,0.478840863,0.083754814,0.747448625,-0.352934275,0.068627545
CG30285,434.7503735,0.010869634,0.039078751,0.544229123,0.03165037,0.082606345,0.81452539,0.285299561,0.30150319
Muc68D,23574.96518,0.010901477,0.039167242,2.913740306,0.140942107,4.17582018,0.01179178,4.810226208,0.002726325
Zw,963.0746319,0.010899072,0.039167242,0.435736618,0.544063145,1.19073726,0.014496778,0.370022798,0.567943844
CG7183,198.9834908,0.010910523,0.039186752,-0.58684574,0.0201193,-0.206123445,0.467865578,-0.346397064,0.190639401
CG31077,5798.134601,0.010949338,0.039313132,5.46108198,0.013516947,5.89640312,0.003732837,6.909905866,0.000406375
ewg,1764.139429,0.01095684,0.039327036,-0.078803752,0.813645919,-0.331162561,0.104032598,0.156899118,0.527771177
ADD1,1048.891678,0.010968847,0.039344065,-0.291106462,0.195801728,-0.181032525,0.420936312,0.15058559,0.528944558
Tango11,1223.442117,0.010968329,0.039344065,-0.371695362,0.042964366,-0.26575364,0.136388021,-0.347576005,0.04296107
CG34163,63.91680027,0.010973986,0.039349476,1.084660953,0.023960121,0.357663729,0.537783307,0.322974696,0.603117982
CG10362,766.8098318,0.010989909,0.039393534,-0.661497191,0.02943911,-0.520788898,0.073535632,-0.444289957,0.151145882
CG14298,7.72223233,0.010997497,0.039407696,-4.93213457,0.047181686,-3.317297148,NA,-2.149953978,0.328965559
CG1907,1459.979411,0.011026598,0.039485859,-0.250552644,0.468357924,-0.149286517,0.656843155,-0.616345547,0.011716744
Tom40,1562.92549,0.011024089,0.039485859,-0.261046617,0.397310172,-0.369270404,0.134137962,-0.573555288,0.011763925
jigr1,839.4941807,0.011041844,0.039527395,-0.140172215,0.734683391,-0.458782741,0.08671504,-0.573170809,0.02781903
zpg,7.729734665,0.011047715,0.03953535,-6.144658413,0.082051272,0.003485245,NA,-5.993326111,0.065318909
CIAPIN1,488.5803762,0.011063027,0.039577076,0.506561989,0.067557152,0.513740167,0.039319732,0.550426499,0.027504299
His2B:CG33868,183.3741522,0.011075349,0.039598942,0.863430656,0.027362419,0.574622273,0.142717426,0.234182499,0.642437754
Shawl,872.8863948,0.011076448,0.039598942,-0.339751712,0.524699795,-0.510413475,0.214715581,0.351069619,0.444634634
CR43314,95.99849115,0.011081028,0.039602249,0.512894672,0.664017568,0.702821851,0.446732007,1.792646935,0.016596396
Amph,6966.222515,0.01109797,0.03964972,-0.260331702,0.449593838,-0.542443372,0.031061895,-0.527781248,0.038790467
CG18268,33.56691415,0.0111134,0.039691759,0.045247146,0.981737063,1.786792746,0.082020153,1.924432231,0.061392407
MESR3,1142.778146,0.011117215,0.039692304,0.168325288,0.633431297,0.299626327,0.251922208,0.565974185,0.013294627
CG12288,42.01138606,0.011127364,0.039715452,-1.638847482,0.017138687,-0.818466249,0.244539814,-0.549273053,0.487844951
eIF4G,8691.845657,0.011156141,0.039805052,0.23074783,0.365956548,0.161555045,0.50643827,0.480643444,0.011852678
cry,2373.258532,0.011170637,0.039843654,0.092802622,0.8183096,0.120150333,0.710947384,-0.414198898,0.093465805
rgn,2711.688684,0.011191885,0.039906305,-0.057466464,0.915581515,-0.481183954,0.108926197,0.239836322,0.507172251
CG32432,2465.986553,0.011227257,0.040019261,-0.502540742,0.217680982,-0.582817716,0.096473951,0.105677123,0.838404337
CG9468,40.63108571,0.011232238,0.040023852,-0.42321358,0.939731769,5.743040859,0.039856158,1.800466176,0.633533866
CG9837,958.8049106,0.011257163,0.04009948,1.469780165,0.023942742,1.303738985,0.033354917,0.790700965,0.25976964
mRpS18C,117.3566473,0.01126332,0.040108228,-0.741674422,0.063513732,-0.391798044,0.341880397,-0.779771016,0.033356085
CG45263,2933.08603,0.011282462,0.04013682,-0.201702503,0.702158315,-0.370789083,0.341240321,0.414099576,0.281158235
Synd,2596.426081,0.011276332,0.04013682,0.155840524,0.570951701,-0.057551298,0.842370907,-0.31607697,0.117843809
mid,51.06848539,0.011280824,0.04013682,-0.584618316,0.367460934,-1.273573786,0.010059849,-0.57354885,0.326807484
CG5379,81.91672207,0.011294142,0.040165186,-0.359150045,0.593468787,-0.833979914,0.077025649,-1.056529812,0.023558924
Atg4b,500.0199468,0.011349992,0.040326697,-0.216881994,0.323960908,-0.100493208,0.662008245,0.2064617,0.295420749
CG15021,294.2169695,0.011350722,0.040326697,-1.296471689,0.178900217,-0.77610513,0.425691814,-1.995841705,0.012601384
fred,1135.185332,0.011348371,0.040326697,-0.338777481,0.550882388,-0.477505433,0.284792014,0.416171173,0.374412756
CG1523,423.0439164,0.011364395,0.040341141,0.176098083,0.583175158,0.11625463,0.698748843,-0.350841887,0.146628999
